"","i_qp_.stars","i_qp_.amidine","i_qp_.rotor","i_qp_.rtvFG","i_qp_CNS","r_qp_dipole","r_qp_SASA","r_qp_FOSA","r_qp_FISA","r_qp_PISA","r_qp_WPSA","r_qp_volume","r_qp_donorHB","r_qp_accptHB","r_qp_dip.2.V","r_qp_ACxDN..5.SA","r_qp_glob","r_qp_QPpolrz","r_qp_QPlogPC16","r_qp_QPlogPoct","r_qp_QPlogPw","r_qp_QPlogPo.w","r_qp_QPlogS","r_qp_CIQPlogS","r_qp_QPlogHERG","r_qp_QPPCaco","r_qp_QPlogBB","r_qp_QPPMDCK","r_qp_QPlogKp","r_qp_IP.eV.","r_qp_EA.eV.","X.metabol","r_qp_QPlogKhsa","i_qp_HumanOralAbsorption","r_qp_PercentHumanOralAbsorption","r_qp_SAfluorine","r_qp_SAamideO","r_qp_PSA","i_qp_RuleOfFive","i_qp_RuleOfThree","r_qp_Jm"
"88",1,0,1,0,1,9.459,646.368,127.161,64.616,244.534,210.058,1135.561,1,4.5,0.0787864,0.006962,0.8143764,40.984,9.8,19.269,11.041,4.536,-6.301,-6.127,-4.327,1504.36,0.369,10000,-1.753,9.165,0.898,3,0.464,1,100,210.058,25.853,61.231,0,1,0.00370207021308935
"89",1,0,3,0,1,5.157,577.212,40.23,86.687,261.148,189.147,1004.992,1,4.75,0.0264611,0.0082292,0.8406298,34.633,9.948,16.49,9.022,4.031,-5.425,-5.87,-5.356,1492.264,0.029,8287.128,-1.909,9.283,1.171,2,0.31,3,100,117.559,0,75.252,0,0,0.0171600465499994
"90",0,0,5,1,-2,9.145,404.352,12.784,220.435,171.133,0,640.921,2,4.25,0.1304946,0.0148643,0.8890813,17.919,7.322,12.833,9.368,0.657,-2.523,-2.846,-2.335,20.376,-1.597,9.357,-4.499,9.351,1.066,1,-0.757,2,54.221,0,0,98.225,0,1,0.0179728093036142
"91",0,0,5,0,-2,3.873,658.789,187.954,143.04,256.289,71.506,1130.245,0,8.5,0.0132719,0,0.7965265,38.315,12.032,17.655,11.315,2.112,-3.748,-4.204,-6.047,435.964,-1.065,496.992,-2.773,9.274,0.878,4,-0.587,3,86.554,0,0,96.119,0,0,0.111668882022341
"92",1,0,5,1,0,6.605,684.96,96.802,84.487,360.643,143.028,1170.563,1,4,0.0372661,0.0058398,0.7842049,40.926,13.504,18.113,8.747,5.326,-7.094,-6.528,-6.744,1565.693,-0.303,4878.81,-1.326,8.557,1.069,2,0.802,1,100,0,0,69.584,1,1,0.00147433485773091
"93",0,0,4,0,1,5.681,602.025,429.32,25.556,147.15,0,1055.516,1,3.25,0.0305815,0.0053985,0.8327744,34.925,9.443,14.364,6.126,4.534,-5.411,-4.112,-4.94,5669.66,0.077,3227.424,-1.088,8.537,-0.14,2,0.692,3,100,0,0,40.085,0,0,0.091779313101781
"94",0,0,4,0,0,6.682,644.883,260.656,52.809,331.418,0,1108.434,1,4.25,0.0402834,0.0065903,0.8032004,38.802,11.43,16.729,8.653,4.472,-5.818,-4.984,-6.297,3126.869,-0.223,1696.309,-0.941,8.331,1.002,2,0.63,3,100,0,0,51.994,0,1,0.0557220223620559
"95",0,0,4,0,0,6.639,648.135,264.385,48.386,335.364,0,1109.047,1,4.25,0.0397454,0.0065573,0.7994656,38.864,11.434,16.713,8.658,4.51,-5.877,-4.984,-6.376,3443.939,-0.182,1882.97,-0.846,8.476,0.955,2,0.63,3,100,0,0,52.749,0,1,0.0606925770475949
"96",0,0,4,0,-1,7.106,532.669,26.675,153.037,214.049,138.908,885.207,3,3.75,0.0570422,0.0121937,0.8370224,28.748,10.571,17.149,10.752,2.607,-4.316,-4.695,-5.19,350.471,-0.793,918.566,-3.202,8.257,0.675,4,-0.011,3,87.752,0,0,81.329,0,0,0.00937807549811764
"97",0,0,4,0,-1,1.688,530.389,27.2,152.248,212.044,138.897,882.316,3,4.25,0.0032299,0.0138789,0.8387906,28.613,10.529,16.632,11.22,2.422,-4.18,-4.532,-5.152,356.56,-0.779,935.696,-3.194,8.129,0.854,4,-0.08,3,86.805,0,0,80.962,0,0,0.0130675954581964
"98",0,0,4,0,-1,6.667,531.347,27.108,152.932,212.399,138.907,883.956,3,3.75,0.0502779,0.012224,0.8383149,28.682,10.551,17.034,10.737,2.599,-4.294,-4.695,-5.161,351.27,-0.788,920.823,-3.206,8.223,0.746,4,-0.013,3,87.723,0,0,81.267,0,0,0.00977811491932559
"99",0,0,7,0,0,5.778,613.724,152.004,107.596,319.204,34.92,1033.576,3,4.75,0.032306,0.0134054,0.8055394,33.763,11.213,18.352,14.473,2.03,-2.021,-2.37,-5.553,116.882,-0.48,178.333,-3.769,8.983,0.14,6,-0.244,3,75.838,34.92,38.281,71.014,0,0,0.490320509475698
"100",0,0,7,0,0,7.328,595.974,158.059,102.503,300.544,34.868,1016.555,3,4.75,0.0528215,0.0138047,0.8203987,32.904,10.893,18.328,14.054,1.949,-1.821,-2.37,-5.223,137.753,-0.39,200.98,-3.74,9.172,0.296,6,-0.276,3,76.646,34.868,35.385,70.607,0,0,0.830657083405021
"101",2,0,2,2,-2,2.891,428.532,0,339.756,88.777,0,682.284,2,7,0.0122459,0.0231009,0.8746309,20.715,7.907,14.203,13.048,-1.485,-1.853,-2.332,-3.984,5.943,-2.518,1.942,-7.276,10.067,2.5,2,-0.726,2,32.102,0,0,170.233,0,1,0.000187130418809296
"102",2,0,3,0,-2,6.427,427.276,0,332.153,95.123,0,683.788,2,5.5,0.0604131,0.0182041,0.878492,20.193,7.944,13.82,11.339,-0.902,-1.962,-2.821,-3.952,7.016,-2.487,2.324,-7.018,10.372,2.492,3,-0.576,2,36.807,0,0,164.298,0,1,0.000263836424679467
"103",1,0,7,0,2,4.727,704.351,315.126,41.535,95.018,252.672,1204.057,2,4,0.0185605,0.0080313,0.7770952,38.445,9.259,18.252,7.757,3.999,-6.212,-5.287,-6.318,997.518,0.702,10000,-3.341,9.116,0.591,2,0.725,1,100,252.672,0,61.628,0,1,0.000115985458146478
"104",1,0,7,0,2,6.232,700.531,313.39,39.14,95.239,252.763,1202.487,2,4,0.0323018,0.0080751,0.7806525,38.384,9.217,18.423,7.733,4.004,-6.145,-5.287,-6.262,1051.088,0.732,10000,-3.296,9.04,0.715,2,0.722,3,100,252.763,0,61.826,0,1,0.000150292619373879
"105",0,0,5,0,-1,3.876,454.435,291.979,140.643,21.814,0,767.381,3,3,0.0195752,0.0114343,0.8920048,21.554,7.265,12.75,8.164,-0.385,-1.827,-0.925,-2.302,29.019,-0.518,15.171,-5.617,9.57,-0.743,6,-0.389,2,50.87,0,0,74.684,0,0,0.00752096556199213
"106",0,0,6,0,0,1.257,452.591,182.493,66.29,156.979,46.829,750.622,1,2.7,0.0021045,0.0059657,0.8825515,21.532,6.699,9.455,5.144,2.707,-2.85,-2.695,-4.181,2329.573,-0.251,2227.719,-1.612,9.203,0.569,2,-0.106,3,100,46.829,0,35.422,0,0,7.98349048903866
"107",2,0,8,0,-2,6.581,796.97,38.289,146.874,380.163,231.643,1411.497,2,3,0.0306805,0.0053235,0.7635601,48.828,14.229,22.348,11.562,6.366,-9.228,-9.667,-5.796,236.038,-1.03,3422.022,-2.119,9.107,1.21,3,1.113,1,80.774,231.643,28.908,92.975,2,1,2.27486830740967e-06
"108",1,0,2,2,-2,1.869,427.008,0,321.77,105.239,0,674.532,2,7.5,0.0051803,0.0248393,0.8710913,20.562,7.787,14.251,13.527,-1.558,-2.736,-2.833,-4.12,8.802,-2.384,2.969,-6.887,9.802,2.094,1,-0.807,2,34.726,0,0,153.538,0,1,5.52920680125941e-05
"109",1,0,2,2,-2,2.087,428.149,0,321.885,106.265,0,676.061,2,7.5,0.0064421,0.0247731,0.8700822,20.633,7.803,14.293,13.537,-1.551,-2.751,-2.833,-4.141,8.779,-2.392,2.961,-6.885,9.83,2.098,1,-0.805,2,34.75,0,0,153.9,0,1,5.35974314810123e-05
"110",1,0,2,2,-2,1.936,427.913,0,321.753,106.161,0,675.354,2,7.5,0.0055518,0.0247868,0.8699547,20.603,7.793,14.269,13.535,-1.554,-2.748,-2.833,-4.143,8.805,-2.391,2.971,-6.883,9.798,2.114,1,-0.807,2,34.754,0,0,153.743,0,1,5.42395192953126e-05
"111",0,0,8,1,1,2.852,764.316,643.001,74.665,46.65,0,1425.727,2,6.5,0.0057047,0.0120269,0.8015237,46.212,12.804,21.123,9.951,3.849,-3.955,-3.363,-6.418,120.685,0.104,61.586,-6.088,8.56,-0.293,7,0.831,3,86.738,0,0,75.973,0,1,3.78627086927934e-05
"112",0,0,4,0,-1,8.283,427.209,285.78,141.428,0,0,696.587,2,6.2,0.0984861,0.0205242,0.8895593,19.155,6.149,13.25,9.863,0.152,-1.664,-1.184,-3.319,451.579,-0.869,209.488,-3.742,10.051,0.288,1,-0.667,3,75.351,0,0,99.396,0,0,0.794573775219902
"113",0,0,4,0,-1,7.857,423.171,286.853,136.318,0,0,691.699,2,6.2,0.0892432,0.02072,0.893841,18.959,6.096,13.039,9.818,0.164,-1.607,-1.184,-3.25,504.89,-0.815,236.342,-3.648,10.144,0.317,1,-0.673,3,76.289,0,0,98.976,0,0,1.12526477652081
"114",0,0,6,1,-1,3.049,666.75,364.178,107.974,194.597,0,1126.479,0.25,6.75,0.0082512,0.0050619,0.7852678,36.934,10.879,15.81,12.093,1.736,-3.396,-2.03,-3.186,443.736,-0.965,461.388,-2.248,9.345,-0.387,3,-0.642,3,84.488,0,40.811,98.487,0,0,0.72313772383561
"115",1,0,2,0,1,6.72,688.675,335.795,49.402,246.496,56.982,1222.243,1,3.5,0.0369512,0.0050822,0.8027661,43.83,12.312,18.263,9.595,5.029,-6.697,-5.572,-4.525,2202.62,0.072,3772.067,-1.37,8.531,0.526,1,0.859,1,100,0,23.176,50.752,1,1,0.00319783297729075
"116",0,0,5,1,-2,9.161,585.372,41.097,221.529,318.403,4.344,1032.469,3,8.5,0.0812844,0.0251506,0.8439519,34.996,12.319,22.097,16.465,1.995,-3.374,-4.157,-1.96,5.039,-1.801,2.777,-4.001,9.848,0.253,2,-0.656,2,51.197,0,0,129.26,0,1,0.01530637284398
"117",0,0,5,1,-2,6.687,595.289,25.118,228.949,334.228,6.994,1039.212,3,8.5,0.0430286,0.0247316,0.8335015,35.417,12.543,21.761,16.648,1.998,-3.531,-4.157,-2.205,4.285,-1.918,2.41,-4.082,9.743,0.12,2,-0.655,2,49.953,0,0,136.559,0,1,0.00883609908841158
"118",4,0,5,0,-1,2.706,399.081,318.165,80.915,0,0,631.729,1,2,0.0115937,0.0050115,0.8921918,15.917,4.834,6.869,3.562,2.745,-1.88,-1.342,-1.469,428.727,-0.416,251.895,-2.531,10.941,-1.109,1,-0.424,3,90.129,0,0,45.377,0,0,4.07714643895615
"119",0,0,6,2,-2,3.198,635.901,0,173.156,423.657,39.089,1109.269,2,6.5,0.0092203,0.0144557,0.814954,38.432,12.91,19.763,13.331,2.855,-4.7,-5.159,-6.547,225.871,-1.44,162.21,-2.642,9.496,0.636,2,0.102,3,85.79,39.089,0,112.308,0,0,0.0167655678863327
"120",0,0,6,0,0,3.294,663.69,344.541,83.504,176.58,59.065,1203.084,1,4,0.0090186,0.0060269,0.8242594,39.827,11.871,16.763,7.187,3.132,-5.626,-4.835,-4.136,101.049,-0.074,123.095,-3.923,8.935,0.649,7,0.701,2,81.163,0,0,50.828,0,1,0.000106010691115447
"121",0,0,6,0,0,1.429,662.051,330.855,99.552,173.802,57.842,1214.218,1,4,0.0016823,0.0060418,0.8313901,40.246,12.058,16.911,7.273,3.087,-5.591,-4.835,-4.008,71.179,-0.218,82.995,-4.229,8.94,0.608,7,0.734,2,78.172,0,0,54.574,0,1,5.68465712122772e-05
"122",0,0,4,1,1,3.365,666.205,400.1,112.651,153.453,0,1235.522,1,8.2,0.0091633,0.0123085,0.8358426,42.189,11.794,19.798,11.792,2.481,-3.506,-3.204,-5.646,211.121,-0.354,101.889,-4.734,8.706,0.016,1,0.191,3,83.079,0,0,82.741,0,0,0.00221260205059496
"123",0,0,4,1,1,4.677,680.2,425.963,104.295,149.943,0,1242.58,1,8.2,0.0176036,0.0120553,0.8217591,42.438,11.783,19.899,11.745,2.57,-3.746,-3.204,-5.857,253.379,-0.309,124.101,-4.592,8.655,-0.092,1,0.2,3,85.016,0,0,83.585,0,0,0.00176455565987629
"124",0,0,5,1,0,3.568,565.138,113.394,50.509,329.703,71.533,942.15,1,3.25,0.0135145,0.0057508,0.8224145,31.489,10.266,13.607,7.253,4.124,-4.896,-4.467,-5.978,3287.947,-0.06,4415.093,-0.809,8.765,1.001,2,0.336,3,100,0,0,44.68,0,0,0.567808240738258
"125",7,0,2,0,-1,1.921,274.171,138.447,135.724,0,0,387.198,2,3.5,0.0095308,0.0180535,0.9370556,8.057,3.175,6.818,7.238,-2.687,0.283,0.755,-1.469,32.309,-0.189,17.038,-5.891,9.676,-0.894,2,-1.027,2,38.227,0,0,65.775,0,0,0.227663437926513
"126",0,0,12,0,0,3.772,726.459,295.006,87.143,344.31,0,1250.417,2,5.95,0.0113771,0.011583,0.7726642,39.471,13.449,18.764,10.545,3.742,-4.05,-3.428,-7.579,368.491,-0.734,186.032,-2.823,9.273,0.332,5,0.28,3,94.791,0,0,67.438,0,0,0.0457614893555248
"127",0,0,12,0,0,4.009,723.514,292.253,87.674,343.588,0,1248.059,2,5.95,0.012877,0.0116301,0.7748328,39.369,13.417,18.76,10.537,3.724,-3.999,-3.428,-7.54,364.24,-0.735,183.714,-2.835,9.381,0.455,5,0.275,3,94.597,0,0,67.496,0,0,0.0500320971260271
"128",0,0,5,0,1,5.897,531.246,335.252,35.642,160.352,0,881.853,2,4,0.0394324,0.0106483,0.8371442,27.459,8.124,13.744,8.097,2.13,-2.232,-1.426,-5.658,1134.509,0.322,627.293,-3.194,8.737,-0.079,4,-0.012,3,94.094,0,0,44.279,0,0,0.538730671887392
"129",0,0,5,0,1,4.327,533.427,336.741,36.435,160.251,0,883.465,2,4,0.0211934,0.0106047,0.8347374,27.522,8.136,13.513,8.107,2.132,-2.259,-1.426,-5.697,1115.038,0.312,615.664,-3.209,8.894,0.042,4,-0.009,3,93.969,0,0,44.397,0,0,0.477999261356754
"130",0,0,5,0,1,5.965,515.599,326.586,36.008,153.005,0,868.599,2,4,0.0409581,0.0109714,0.8538836,26.858,8.014,13.594,8.012,2.088,-2.033,-1.426,-5.352,1125.481,0.331,621.899,-3.227,8.79,-0.078,4,-0.037,3,93.786,0,0,44.413,0,0,0.918222878894454
"131",0,0,5,0,1,5.908,530.972,329.91,41.343,159.718,0,883.361,2,4,0.0395129,0.0106538,0.8385311,27.513,8.181,13.796,8.131,2.113,-2.223,-1.426,-5.633,1001.71,0.269,548.317,-3.301,8.738,-0.072,4,-0.007,3,93.026,0,0,44.164,0,0,0.425315242058272
"132",1,0,4,0,0,12.648,583.367,280.547,115.182,116.541,71.096,959.578,2,5,0.1667129,0.0121211,0.806511,30.793,9.587,17.816,11.381,2.053,-3.967,-3.537,-3.844,527.66,-0.684,954.218,-2.848,8.474,0.11,3,-0.269,3,87.693,0,22.773,87.978,0,0,0.0477138213297632
"133",0,0,6,0,-1,9.823,637.811,220.184,88.797,218.497,110.333,1098.398,1,8,0.0878495,0.0125429,0.8071978,36.038,10.34,18.928,13.904,2.8,-3.171,-4.709,-5.694,56.733,-0.436,2917.656,-1.81,8.999,0.734,6,-0.229,3,74.729,90.534,0,81.074,0,0,4.00043873895906
"134",0,0,6,0,-1,6.016,626.222,217.583,80.437,224.496,103.706,1087.986,1,8,0.0332667,0.012775,0.8169309,35.679,10.178,18.024,13.858,2.781,-2.946,-4.709,-5.565,68.095,-0.347,3269.054,-1.635,9.01,0.891,6,-0.249,3,76.036,90.544,0,80.006,0,0,10.0601036813091
"135",0,0,6,0,-1,9.972,637.099,218.64,90.158,217.863,110.437,1097.681,1,8,0.0906001,0.0125569,0.8077481,36.003,10.339,18.962,13.907,2.785,-3.16,-4.709,-5.682,55.072,-0.448,2829.148,-1.838,8.997,0.758,6,-0.23,3,74.412,90.563,0,80.902,0,0,3.85855294022725
"136",0,0,6,0,-1,7.453,635.933,219.099,84.707,219.08,113.047,1096.043,1,8,0.0506787,0.0125799,0.8084236,35.949,10.311,18.386,13.876,2.827,-3.151,-4.709,-5.677,62.033,-0.385,3325.231,-1.733,8.988,0.875,6,-0.234,3,75.585,90.597,0,80,0,0,5.00719174773552
"137",0,0,6,0,-1,7.137,637.772,219.687,89.087,218.643,110.355,1098.012,1,8,0.0463894,0.0125437,0.8070575,36.024,10.339,18.356,13.907,2.795,-3.171,-4.709,-5.697,56.375,-0.439,2898.585,-1.815,9.107,0.717,6,-0.23,3,74.654,90.595,0,81.134,0,0,3.96131285558207
"138",0,0,6,0,-1,6.089,625.6,217.914,80.478,223.557,103.65,1087.079,1,8,0.0341091,0.0127877,0.8172893,35.633,10.163,18.019,13.85,2.773,-2.935,-4.709,-5.555,68.034,-0.347,3263.584,-1.639,9.081,0.868,6,-0.251,3,75.986,90.498,0,80.044,0,0,10.2164345794362
"139",0,0,6,0,-1,7.045,636.87,219.056,89.724,217.715,110.375,1097.269,1,8,0.0452379,0.0125614,0.8078351,35.985,10.331,18.331,13.903,2.785,-3.155,-4.709,-5.68,55.596,-0.444,2856.019,-1.83,9.101,0.725,6,-0.231,3,74.487,90.474,0,80.277,0,0,3.96315449710311
"140",0,0,6,0,-1,6.169,641.682,225.281,85.026,218.708,112.668,1102.476,1,8,0.0345178,0.0124672,0.8043124,36.203,10.373,18.237,13.89,2.863,-3.247,-4.709,-5.741,61.603,-0.398,3284.599,-1.74,9.021,0.805,6,-0.22,3,75.741,90.478,0,78.122,0,0,3.94802871992981
"141",0,0,3,0,-1,8.453,566.055,183.635,125.378,159.514,97.528,1023.73,1,4,0.0697944,0.0070665,0.8678211,34.413,10.712,16.27,7.796,4.246,-5.091,-6.545,-2.624,162.383,-0.488,301.812,-2.98,9.142,1.439,2,0.353,3,91.373,0,0,78.906,0,0,0.00343077651388181
"142",2,0,5,0,-2,1.389,335.847,81.194,254.653,0,0,512.185,4,5,0.0037689,0.0297755,0.9218105,11.133,5.728,11.987,11.94,-3.021,0.035,0.326,0.092,0.61,-1.337,0.297,-7.795,9.953,-0.871,4,-1.215,1,5.41,0,0,123.976,0,1,0.00255765621988254
"143",0,0,1,0,-1,9.349,384.974,0,178.529,206.445,0,611.921,2,4.5,0.1428222,0.0165309,0.9054486,19.665,7.112,13.765,10.405,0.751,-1.843,-2.016,-2.239,50.875,-0.949,25.158,-3.987,8.905,0.944,2,-0.665,3,61.887,0,0,92.189,0,0,0.280299637914774
"144",0,0,2,0,1,2.405,609.518,255.869,21.244,289.933,42.472,1035.251,0,2.5,0.0055875,0,0.8119744,36.761,10.265,13.212,5.339,5.186,-6.318,-5.185,-5.957,6229.358,0.332,6105.356,-0.698,9.041,1.283,4,0.87,1,100,0,0,21.131,1,1,0.028392290939056
"145",2,0,5,0,-2,8.6,336.096,83.508,252.587,0,0,508.299,3,5.7,0.1455086,0.0293746,0.9164617,10.978,5.385,12.78,11.151,-0.395,-0.607,-0.592,0.731,2.557,-1.743,1.263,-5.695,10.886,-0.234,2,-1.246,1,31.93,0,0,121.929,0,1,0.0905266998538734
"146",0,0,2,1,0,7.681,550.128,232.926,110.304,134.472,72.426,999.194,0,2.5,0.0590516,0,0.87862,33.834,8.857,13.476,4.755,4.267,-5.323,-6.134,-4.137,891.028,-0.332,1088.778,-2.887,9.03,0.875,7,0.765,3,100,72.426,0,80.492,0,1,0.00219741725224777
"147",0,0,2,1,0,7.677,550.087,232.816,110.36,134.446,72.465,999.142,0,2.5,0.0589836,0,0.8786555,33.831,8.856,13.475,4.755,4.266,-5.323,-6.134,-4.137,889.927,-0.332,1087.858,-2.888,9.028,0.877,7,0.765,3,100,72.465,0,80.435,0,1,0.00219477145166163
"148",0,0,4,0,-2,7.631,650.155,235.142,154.912,260.1,0,1127.273,3,5.5,0.0516512,0.0146523,0.8056901,38.875,12.285,20.899,13.036,2.954,-5.266,-4.471,-5.917,336.413,-1.269,152.39,-3.074,9.281,0.499,1,0.33,3,89.466,0,0,100.731,0,0,0.00154431657192128
"149",0,0,5,0,-1,4.55,616.257,332.375,92.349,174.501,17.033,1072.969,1,8.25,0.0192915,0.0133873,0.8224849,35.242,10.382,17.413,14.011,2.227,-2.472,-3.88,-5.237,52.5,-0.606,827.053,-2.127,9.15,0.876,7,-0.29,2,70.773,0,0,83.918,0,1,8.71879645698703
"150",0,0,5,0,-1,3.644,616.409,332.816,91.856,174.479,17.258,1073.143,1,8.25,0.0123728,0.013384,0.8223712,35.249,10.382,17.319,14.008,2.228,-2.476,-3.88,-5.238,53.067,-0.601,839.103,-2.118,9.138,0.865,7,-0.29,2,70.86,0,0,83.452,0,1,8.8291355920175
"151",0,0,5,0,-1,3.846,611.273,326.895,92.629,171.466,20.282,1069.614,1,8.25,0.0138291,0.0134964,0.827462,35.079,10.359,17.311,13.981,2.226,-2.403,-3.88,-5.142,52.179,-0.59,855.968,-2.143,9.112,0.876,7,-0.295,2,70.718,0,0,82.559,0,1,9.86209728625427
"152",0,0,5,0,-1,7.721,618.94,332.237,100.556,172.014,14.134,1075.953,1,8.25,0.0554066,0.0133292,0.8204365,35.338,10.429,17.957,14.055,2.22,-2.505,-3.88,-5.258,43.886,-0.699,656.943,-2.287,9.245,0.754,7,-0.284,2,69.339,0,0,84.202,0,1,5.59793091042164
"153",0,0,5,0,-1,2.921,606.042,329.445,91.282,173.746,11.569,1067.506,1,8.25,0.0079903,0.0136129,0.8335075,35.016,10.293,17.184,13.972,2.222,-2.278,-3.88,-5.055,53.737,-0.585,791.654,-2.11,9.134,0.871,7,-0.296,2,70.924,0,0,84.532,0,1,14.200247991943
"154",0,0,5,0,-1,3.671,607.399,331.535,91.391,173.345,11.128,1068.643,1,8.25,0.0126088,0.0135825,0.8322358,35.058,10.296,17.256,13.973,2.222,-2.298,-3.88,-5.073,53.609,-0.59,785.237,-2.113,9.142,0.881,7,-0.294,2,70.908,0,0,84.642,0,1,13.4313813849041
"155",0,0,5,0,-1,2.317,607.116,332.69,88.396,174.347,11.684,1069.078,1,8.25,0.0050235,0.0135888,0.8328492,35.085,10.291,17.153,13.959,2.226,-2.296,-3.88,-5.068,57.233,-0.559,848.685,-2.054,9.023,0.893,7,-0.293,2,71.437,0,0,83.183,0,1,15.4580373356113
"156",0,0,5,0,-1,9.727,609.136,332.605,94.797,172.398,9.336,1070.675,1,8.25,0.0883617,0.0135438,0.8309138,35.13,10.319,18.322,13.994,2.22,-2.32,-3.88,-5.09,49.767,-0.63,708.388,-2.179,9.055,0.783,7,-0.29,2,70.314,0,0,84.018,0,1,10.9841438417677
"157",2,0,2,0,1,5.301,671.093,145.911,65.171,270.56,189.451,1132.737,2,3.5,0.0248069,0.0073757,0.783072,40.478,11.313,19.046,11.293,4.671,-6.788,-6.555,-4.958,1577.458,0.199,10000,-1.575,8.822,0.606,2,0.514,1,100,118.136,22.604,60.029,0,1,0.00185893360765075
"158",0,0,7,0,0,6.36,612.579,156.038,105.385,304.282,46.875,1036.217,3,4.75,0.0390351,0.0134305,0.8084192,33.727,11.044,18.467,14.157,2.091,-2.144,-2.37,-5.435,128.926,-0.42,218.465,-3.78,9.083,0.083,6,-0.235,3,76.962,46.875,35.564,70.604,0,0,0.35960192646587
"159",0,0,7,0,0,7.515,613.347,157.177,105.515,303.782,46.873,1036.207,3,4.75,0.0544963,0.0134137,0.8074028,33.721,11.04,18.673,14.137,2.089,-2.166,-2.37,-5.449,129.17,-0.424,217.794,-3.785,9.072,0.088,6,-0.236,3,76.963,46.873,35.307,70.558,0,0,0.339072455536629
"160",0,0,7,0,0,3.045,603.223,143.424,120.537,292.366,46.895,1022.587,3,4.75,0.0090642,0.0136388,0.8137433,33.067,10.935,17.898,14.44,1.893,-1.861,-2.37,-5.292,86.315,-0.558,152.823,-4.102,9.137,0.222,6,-0.266,3,72.681,46.895,39.405,72.794,0,0,0.32968191044153
"161",0,0,7,0,0,7.245,618.952,157.909,104.222,309.923,46.898,1039.579,3,4.75,0.0504872,0.0132922,0.8018258,33.915,11.105,18.669,14.006,2.122,-2.339,-2.37,-5.568,138.819,-0.426,224.612,-3.739,8.988,0.147,6,-0.232,3,77.715,46.898,32.917,71.31,0,0,0.252616005619285
"162",0,0,4,0,2,5.338,578.259,428.435,23.303,126.52,0,1021.149,1,4.5,0.0279007,0.007782,0.8480778,33.352,8.986,14.45,7.145,3.271,-3.325,-2.357,-5.32,1485.299,0.505,839.344,-3.182,9.021,-0.109,5,0.362,3,100,0,0,32.978,0,0,0.0854974321752433
"163",0,0,4,0,2,4.222,551.66,405.186,19.893,126.581,0,990.252,1,4.5,0.0180004,0.0081572,0.8709456,32.116,8.745,13.93,7.058,3.11,-2.858,-2.357,-4.95,1600.128,0.546,909.697,-3.119,8.931,-0.06,5,0.288,3,100,0,0,29.242,0,0,0.289444893901166
"164",0,0,4,0,2,4.221,551.583,405.171,19.889,126.523,0,990.144,1,4.5,0.0179964,0.0081583,0.8710034,32.111,8.744,13.929,7.057,3.109,-2.857,-2.357,-4.949,1600.275,0.546,909.788,-3.119,8.931,-0.06,5,0.288,3,100,0,0,29.238,0,0,0.290259230074634
"165",0,0,4,0,2,5.338,578.281,428.469,23.301,126.511,0,1021.086,1,4.5,0.0279085,0.0077817,0.8480096,33.35,8.985,14.449,7.145,3.27,-3.325,-2.357,-5.321,1485.39,0.505,839.4,-3.182,9.022,-0.109,5,0.361,3,100,0,0,32.974,0,0,0.0854237133610621
"166",0,0,4,0,2,5.154,574.582,424.874,23.038,126.67,0,1019.802,1,4.5,0.026045,0.0078318,0.8527537,33.3,8.985,14.421,7.135,3.266,-3.26,-2.357,-5.245,1493.922,0.51,844.612,-3.176,8.96,-0.101,5,0.36,3,100,0,0,32.62,0,0,0.100476720844127
"167",0,0,4,0,2,5.201,552.33,403.29,22.365,126.675,0,994.007,1,4.5,0.0272113,0.0081473,0.8720866,32.268,8.803,14.127,7.077,3.117,-2.87,-2.357,-4.932,1516.062,0.525,858.15,-3.164,8.904,-0.101,5,0.299,3,100,0,0,30.39,0,0,0.253885499586505
"168",0,1,6,0,-2,6.771,714.862,169.719,223.325,285.832,35.986,1334.966,4,4.5,0.0343394,0.0125898,0.820206,46.148,15.365,24.743,13.883,4.098,-6.24,-7.739,-5.804,75.528,-1.923,47.736,-6.115,8.241,1.42,1,0.842,1,84.555,0,0,134.328,0,1,2.02129532061799e-07
"169",0,1,6,0,-2,8.378,713.165,167.804,220.972,288.389,36,1331.021,4,4.5,0.0527367,0.0126198,0.8205374,46.015,15.33,24.941,13.88,4.093,-6.211,-7.739,-5.811,79.511,-1.898,50.472,-6.063,8.196,1.411,1,0.831,1,84.925,0,0,132.772,0,1,2.43848711067029e-07
"170",0,1,6,0,-2,9.875,725.965,163.521,227.567,297.213,37.662,1345.812,4,4.5,0.0724639,0.0123973,0.8120309,46.691,15.605,25.472,14.017,4.151,-6.438,-7.739,-5.991,68.846,-2.007,44.111,-6.153,8.147,1.357,1,0.865,1,84.143,0,0,133.224,0,1,1.1724409608032e-07
"171",0,1,6,0,-2,7.276,725.06,163.254,227.61,296.61,37.586,1344.813,4,4.5,0.0393698,0.0124128,0.8126415,46.645,15.589,25.003,14.011,4.144,-6.422,-7.739,-5.978,68.783,-2.004,44.025,-6.156,8.165,1.375,1,0.862,1,84.094,0,0,133.254,0,1,1.20813161820974e-07
"172",1,0,6,0,2,2.036,577.851,270.643,0.407,306.802,0,1017.948,0,3.7,0.0040716,0,0.8469008,33.662,9.834,12.453,5.52,3.576,-3.034,-2.749,-6.199,2448.741,0.597,1440.89,-1.933,8.999,-0.2,6,0.329,3,100,0,0,11.538,0,0,2.90900728976339
