"","i_qp_.amine","i_qp_.acid","i_qp_.amide","r_qp_mol_MW","i_qp_.NandO","i_qp_.ringatoms","i_qp_.in34","i_qp_.in56","i_qp_.noncon","i_qp_.nonHatm"
"876",0,0,0,229.628,8,6,0,6,0,15
"877",0,0,1,246.308,4,11,0,11,3,18
"878",1,0,0,350.46,4,19,0,19,7,26
"879",1,0,0,350.46,4,19,0,19,7,26
"880",1,0,0,350.46,4,19,0,19,7,26
"881",1,0,0,350.46,4,19,0,19,7,26
"882",1,0,0,350.46,4,19,0,19,7,26
"883",1,0,0,350.46,4,19,0,19,7,26
"884",1,0,0,350.46,4,19,0,19,7,26
"885",1,0,0,350.46,4,19,0,19,7,26
"886",1,0,0,350.46,4,19,0,19,7,26
"887",1,0,0,350.46,4,19,0,19,7,26
"888",1,0,0,350.46,4,19,0,19,7,26
"889",1,0,0,350.46,4,19,0,19,7,26
"890",0,0,0,388.419,8,12,0,12,1,28
"891",0,0,0,388.419,8,12,0,12,1,28
"892",0,0,1,326.41,6,12,0,12,6,22
"893",0,0,1,326.41,6,12,0,12,6,22
"894",0,0,1,326.41,6,12,0,12,6,22
"895",0,0,1,326.41,6,12,0,12,6,22
"896",0,0,0,384.258,5,12,0,12,1,25
"897",0,0,0,384.258,5,12,0,12,1,25
"898",0,0,0,230.668,4,10,0,10,1,14
"899",0,0,0,230.668,4,10,0,10,1,14
"900",0,0,0,360.366,8,12,0,12,1,26
"901",0,0,0,360.366,8,12,0,12,1,26
"902",0,0,0,380.648,7,10,0,10,2,20
"903",0,0,0,380.648,7,10,0,10,2,20
"904",0,0,0,380.648,7,10,0,10,2,20
"905",0,0,0,380.648,7,10,0,10,2,20
"906",1,0,0,414.518,6,17,0,12,2,29
"907",1,0,0,414.518,6,17,0,12,2,29
"908",1,0,0,414.518,6,17,0,12,2,29
"909",1,0,0,414.518,6,17,0,12,2,29
"910",1,0,0,414.518,6,17,0,12,2,29
"911",1,0,0,414.518,6,17,0,12,2,29
"912",1,0,0,414.518,6,17,0,12,2,29
"913",1,0,0,414.518,6,17,0,12,2,29
"914",0,1,0,364.415,7,12,0,12,0,25
"915",0,0,0,211.177,7,6,0,6,0,15
"916",1,0,0,311.423,3,12,0,12,0,23
"917",1,0,0,311.423,3,12,0,12,0,23
"918",0,0,0,372.807,6,16,0,16,0,26
"919",0,0,0,372.807,6,16,0,16,0,26
"920",0,0,0,372.807,6,16,0,16,0,26
"921",0,0,0,372.807,6,16,0,16,0,26
"922",1,0,0,334.417,4,24,0,21,12,25
"923",1,0,0,334.417,4,24,0,21,12,25
"924",1,0,0,334.417,4,24,0,21,12,25
"925",0,0,0,89.094,3,0,0,0,0,6
"926",0,0,0,178.233,3,6,0,6,0,13
"927",1,0,1,378.513,4,23,0,23,7,28
"928",1,0,1,378.513,4,23,0,23,7,28
"929",1,0,1,378.513,4,23,0,23,7,28
"930",1,0,1,378.513,4,23,0,23,7,28
"931",1,1,0,119.12,4,0,0,0,0,8
"932",1,1,0,119.12,4,0,0,0,0,8
"933",1,1,0,119.12,4,0,0,0,0,8
"934",1,1,0,119.12,4,0,0,0,0,8
"935",0,0,2,218.255,4,12,0,12,2,16
"936",1,0,0,235.328,4,6,0,6,0,17
"937",0,0,0,182.219,3,6,0,6,0,13
"938",0,0,0,182.219,3,6,0,6,0,13
"939",1,0,0,294.396,3,18,0,18,7,22
"940",1,0,0,294.396,3,18,0,18,7,22
"941",0,0,0,252.272,4,17,0,17,1,19
"942",0,0,0,252.272,4,17,0,17,1,19
"943",0,1,0,390.467,5,5,0,5,4,27
"944",0,1,0,390.467,5,5,0,5,4,27
"945",0,1,0,390.467,5,5,0,5,4,27
"946",0,1,0,390.467,5,5,0,5,4,27
"947",0,1,0,390.467,5,5,0,5,4,27
"948",0,1,0,390.467,5,5,0,5,4,27
"949",0,1,0,390.467,5,5,0,5,4,27
"950",0,1,0,390.467,5,5,0,5,4,27
"951",0,0,0,252.272,4,17,0,17,1,19
"952",0,0,0,252.272,4,17,0,17,1,19
"953",1,0,0,277.365,2,16,0,16,0,21
"954",1,0,0,277.365,2,16,0,16,0,21
"955",0,0,0,165.191,3,6,0,6,0,12
"956",0,2,0,532.586,10,15,0,15,10,38
"957",0,0,0,360.23,7,10,0,10,2,20
"958",0,0,0,360.23,7,10,0,10,2,20
"959",0,0,0,245.327,5,6,0,6,0,18
"960",0,0,0,245.327,5,6,0,6,0,18
"961",0,0,0,245.327,5,6,0,6,0,18
"962",0,0,0,245.327,5,6,0,6,0,18
"963",0,0,0,230.668,4,10,0,10,1,14
"964",0,0,0,230.668,4,10,0,10,1,14
"965",0,0,0,303.335,5,12,0,12,0,22
"966",0,0,0,303.335,5,12,0,12,0,22
"967",0,0,0,314.257,9,16,0,16,1,23
"968",0,0,0,314.257,9,16,0,16,1,23
"969",1,0,0,160.178,4,10,0,10,0,12
"970",1,0,0,160.178,4,10,0,10,0,12
