"","DDD1","DDD2"
"1",6.13315569827983,6.55907195362829
"2",6.22371359345183,4.47495265911011
"3",5.80374998095291,6.02711549328339
"4",4.97816053849919,4.92532294071067
"5",4.93718725675394,4.54292576045823
"6",5.68346491061848,5.94044772003408
"7",5.53213396680158,5.33168436199225
"8",5.68251095172532,2.7487973412584
"9",7.1358227338078,5.22830170493161
"10",6.10521416291494,4.44647040521557
"11",6.71777704189322,4.29071978746229
"12",7.39897868496178,5.1518006772575
"13",6.45024862436694,5.8823890644925
"14",5.22982688835602,4.86993504417234
"15",5.71024717988573,4.30446903215091
"16",5.85092629095774,4.61332129699304
"17",3.02676954491832,3.31793803512124
"18",6.45629732257689,6.54221628889117
"19",6.09697825303935,6.61089588801741
"20",4.4537575501999,4.67209154965719
"21",6.16843357513043,5.30562859606211
"22",6.20634704495715,5.44965808111912
"23",3.60377405139193,2.89700576629426
"24",3.74278823618352,3.17789960674332
"25",5.25537505862538,3.54179448707589
"26",2.76952893884904,2.56515548044777
"27",6.54942709664614,5.47297186718096
"28",6.56672535127823,4.86483927352271
"29",6.78471666332067,4.29730222440085
"30",6.20269215979101,5.79337653419374
"31",6.06031852048242,6.08208212568533
"32",6.79916994481823,5.805991217596
"33",5.94171755524126,5.66419269246647
"34",5.8804464065072,5.65261289161765
"35",5.77242306322358,5.54047412961884
"36",5.55981750999568,5.76668553899038
"37",5.8544939353308,6.39299889940962
"38",5.81432284288399,5.8485885784908
"39",5.7426414669053,5.69690147585496
"40",3.506134813902,3.64899664791228
"41",3.42864361509165,3.25553054038951
"42",4.34838595001202,3.58189072041653
"43",3.59500133731366,4.08217784659876
"44",3.71062185502675,3.60036798108295
"45",3.96413413967374,3.54765399466841
"46",3.99594718480543,3.85854594800471
"47",3.67559130262001,3.55589207783156
"48",3.48090062562778,3.75270038812952
"49",3.78816887858763,3.61741083933171
"50",5.73699883488843,5.0152747379392
"51",6.5191018852981,2.92658986367097
"52",6.56494108927322,3.92954948349578
"53",4.09452997592544,0.492613502410319
"54",4.83166883311791,4.11577794595002
"55",3.54266377509095,3.11862267665691
"56",3.36060030924422,3.00414055231871
"57",2.11589001594795,1.84935812650635
"58",5.73001160960394,5.29581459421934
"59",3.42654627958945,2.55881473284033
"60",6.59794427380929,4.2609523637619
"61",5.99603613689566,4.55275188413733
"62",5.49063729557438,4.69830963800585
"63",6.39026215592815,6.13122331039876
"64",3.30973161638365,4.28320845363994
"65",1.11546995070789,3.49376395778093
"66",5.86941707216043,4.9519137125388
"67",6.3226625434011,6.0836487530311
"68",5.21524612128593,4.02898486355365
"69",6.08234516422905,5.90523303034305
"70",5.54385631622577,5.22966159586924
"71",5.79210907842486,6.14439786172615
"72",6.52033847997756,6.13387982067837
"73",5.29822791480893,5.51259252119108
"74",7.18244169036805,6.1012523985804
"75",6.30418352758484,5.72672650095665
"76",6.34610662126179,5.72572962766496
"77",6.0842786057616,6.15985791501547
"78",5.70455952094809,4.91423519007528
"79",2.7941785927711,3.19182337301295
"80",3.15115324157418,2.76519862721176
"81",3.43776330412707,3.52132631319921
"82",3.54436983405405,3.73837452797614
"83",3.09997566082373,3.57248733309921
"84",2.53322803015568,2.82224499957738
"85",3.30370678052946,3.55255041932992
"86",2.87639219601606,2.48286757698039
"87",4.99717912482951,4.6237442255194
"88",6.55507212192237,5.39863749518219
"89",7.0160112292644,5.70147062030533
"90",5.68209734817877,4.66507762575746
"91",6.62596969103254,6.187959494436
"92",5.4837678998394,3.25868113361007
"93",5.89611520209824,2.84292176953738
"94",6.14992214956453,0.820424028664763
"95",3.61701325206288,-1.59314303161675
"96",5.48074974212829,4.96508323809246
"97",5.52750111650118,3.69249335532867
"98",5.62434764037668,4.16379321978872
"99",6.97757930280883,3.12592691708845
"100",6.24484369104174,2.91989539512545
"101",5.3304144836132,4.68542196296981
"102",3.55701435586249,3.04035898090846
"103",6.33451274013297,5.13248236427439
"104",6.79727865604976,4.84409149744867
"105",5.32247710727294,5.62815801514807
"106",5.38765557716216,5.2869704166565
"107",6.00848186549537,1.63665426469622
"108",5.10648790573979,5.15771857522847
"109",4.99542258290136,5.21536101143245
"110",4.64469857352178,4.7425853636486
"111",4.94597919598145,4.31329696655369
"112",3.85099761151941,3.11714373674902
"113",3.62985290885854,3.45199078002771
"114",6.70690602195838,6.06303524743012
"115",6.86271066477517,2.34859865608183
"116",5.63121330051755,5.05371954245561
"117",3.95179601097095,3.78788563439701
"118",3.69149882391346,4.0121610957042
"119",6.97306983283455,5.92413934404642
"120",5.95267593538035,5.14959971798492
"121",6.48173612261558,4.75849389145701
"122",4.78528326308988,6.00133249410694
"123",1.69568860390239,4.15517623261644
"124",6.74378332382231,3.48207063852713
"125",4.21401307271008,4.43073117360617
"126",6.21310541043114,5.88929287705049
"127",6.60772260706506,5.7786310183044
"128",5.05543739028607,4.59967076583755
"129",5.06814814334383,4.38111499950151
"130",3.55259209317343,2.47005866532354
"131",3.50046076796854,3.33787030969202
"132",4.66830672065069,4.58870935253531
"133",6.08564932067595,4.92720194470898
"134",6.2117631808223,5.4761171417719
"135",5.52131081371065,5.16233686495966
"136",5.72227142967301,5.2431618551004
"137",4.42169923289131,3.7952836741863
"138",5.13478713842649,3.40552693156187
"139",4.10101944332109,4.00244962067392
"140",4.23649987752638,2.76250320716413
"141",6.39509403378041,4.30687530033759
"142",3.31567670984882,3.46740380892906
"143",6.02477395591448,4.96858005360392
"144",6.46358573153471,5.66119000674709
"145",3.80933472335618,3.2878759266617
"146",5.74193159626829,5.73307881316904
"147",5.01100905625338,6.52720714524007
"148",5.97905068295537,2.88156967463053
"149",6.94044235232427,6.02769141747031
"150",6.90557886042906,6.30349046970578
"151",5.00023160446237,4.41093740381992
"152",4.54828524903965,4.72851771249971
"153",4.98427414246495,4.78309264376862
"154",4.71724121894032,3.87260862257083
"155",4.19530736603498,4.03361948982092
"156",4.60542144629326,4.80649223104374
"157",7.32477593365131,2.73444326106074
"158",7.54495073718723,4.52447778765605
"159",7.21348294447729,4.22368512054287
"160",6.70922681325478,4.06419781270622
"161",6.85016043191179,4.37413518383475
"162",4.80593387612702,3.16987224180178
"163",4.49363611041137,4.96218521023188
"164",6.08453442778351,2.88229477119251
"165",5.58138466848682,4.87997496980627
"166",4.65006014822637,2.92134470440325
"167",3.25675224328756,2.8412217663684
"168",6.64159750469196,5.63580653689877
"169",4.40213155335662,3.82124908019451
"170",4.52954067088891,2.73408930536466
"171",5.03165739583542,2.94117312142181
"172",5.69064628618255,5.70560898654623
"173",5.23779257846141,5.28665540068276
"174",3.61120797980776,3.12734851170141
"175",3.5303268170351,2.85257998841329
"176",6.78300639665854,4.25483155478798
"177",6.12912281314295,5.28011873255342
"178",4.119026891581,4.34702240582219
"179",4.49951726623548,3.5494918110241
"180",5.08099688177717,3.25233744281084
"181",5.98788182410542,3.08729124948728
"182",5.17061997865056,2.51167538809242
"183",4.7926279908872,4.28392024971217
"184",4.6993089353405,1.3061567217742
"185",3.57283718994424,3.86160855182444
"186",5.46042558149591,4.83328436546215
"187",5.57726724733512,5.11855674518591
"188",6.1977825046421,3.43521541391915
"189",6.59538373655311,4.95440928374178
"190",3.42748965518216,1.94193292034698
"191",3.29143518696428,2.4942341889912
"192",4.13514970283732,1.765440450182
"193",3.59222822426939,2.6959723270132
"194",5.21079640840523,4.75816979075818
"195",6.31016230730693,4.99239638118699
"196",3.98583261429861,2.27874189543336
"197",7.23514169239208,3.09816962829257
"198",5.38950099075953,1.73633735266868
"199",4.95824770226236,4.88571705267569
"200",3.2538076537308,3.02153246707083
"201",5.69338923238073,5.96804983247301
"202",5.77861596118696,6.09757044468274
"203",6.32230347476759,5.90602987903643
